continent,country,year,age,suicides_no,population,gdp_per_capita ($),s_rate,oecd
Asia,REPUBLIC OF KOREA,1995,75+ years,238,858200,13217,27.73,1
Asia,REPUBLIC OF KOREA,1996,15-24 years,986,8361800,14071,11.79,1
Asia,REPUBLIC OF KOREA,1996,25-34 years,1301,8978200,14071,14.49,1
Asia,REPUBLIC OF KOREA,1996,35-54 years,2065,12147000,14071,17.0,1
Asia,REPUBLIC OF KOREA,1996,5-14 years,79,6845900,14071,1.15,1
Asia,REPUBLIC OF KOREA,1996,55-74 years,1110,5278400,14071,21.03,1
Asia,REPUBLIC OF KOREA,1996,75+ years,316,895800,14071,35.28,1
Asia,REPUBLIC OF KOREA,1997,15-24 years,849,8253100,12978,10.29,1
Asia,REPUBLIC OF KOREA,1997,25-34 years,1339,8961100,12978,14.94,1
Asia,REPUBLIC OF KOREA,1997,35-54 years,2191,12551100,12978,17.46,1
Asia,REPUBLIC OF KOREA,1997,5-14 years,65,6720800,12978,0.97,1
Asia,REPUBLIC OF KOREA,1997,55-74 years,1209,5526000,12978,21.88,1
Asia,REPUBLIC OF KOREA,1997,75+ years,371,944000,12978,39.3,1
Asia,REPUBLIC OF KOREA,1998,15-24 years,1000,8122800,8624,12.31,1
Asia,REPUBLIC OF KOREA,1998,25-34 years,1773,8985800,8624,19.73,1
Asia,REPUBLIC OF KOREA,1998,35-54 years,3358,12891600,8624,26.05,1
Asia,REPUBLIC OF KOREA,1998,5-14 years,73,6648600,8624,1.1,1
Asia,REPUBLIC OF KOREA,1998,55-74 years,1877,5746100,8624,32.67,1
Asia,REPUBLIC OF KOREA,1998,75+ years,488,1000800,8624,48.76,1
Asia,REPUBLIC OF KOREA,1999,15-24 years,802,7930900,11074,10.11,1
Asia,REPUBLIC OF KOREA,1999,25-34 years,1312,9016600,11074,14.55,1
Asia,REPUBLIC OF KOREA,1999,35-54 years,2770,13255800,11074,20.9,1
Asia,REPUBLIC OF KOREA,1999,5-14 years,61,6653000,11074,0.92,1
Asia,REPUBLIC OF KOREA,1999,55-74 years,1665,5915400,11074,28.15,1
Asia,REPUBLIC OF KOREA,1999,75+ years,465,1045600,11074,44.47,1
Asia,REPUBLIC OF KOREA,2000,15-24 years,673,7750101,12686,8.68,1
Asia,REPUBLIC OF KOREA,2000,25-34 years,1101,8971111,12686,12.27,1
Asia,REPUBLIC OF KOREA,2000,35-54 years,2506,13694649,12686,18.3,1
Asia,REPUBLIC OF KOREA,2000,5-14 years,30,6702603,12686,0.45,1
Asia,REPUBLIC OF KOREA,2000,55-74 years,1614,6069787,12686,26.59,1
Asia,REPUBLIC OF KOREA,2000,75+ years,520,1083492,12686,47.99,1
Asia,REPUBLIC OF KOREA,2001,15-24 years,584,7600766,11922,7.68,1
Asia,REPUBLIC OF KOREA,2001,25-34 years,1179,8891258,11922,13.26,1
Asia,REPUBLIC OF KOREA,2001,35-54 years,2629,14114580,11922,18.63,1
Asia,REPUBLIC OF KOREA,2001,5-14 years,34,6758269,11922,0.5,1
Asia,REPUBLIC OF KOREA,2001,55-74 years,1851,6220120,11922,29.76,1
Asia,REPUBLIC OF KOREA,2001,75+ years,634,1125872,11922,56.31,1
Asia,REPUBLIC OF KOREA,2002,15-24 years,628,7438743,13501,8.44,1
Asia,REPUBLIC OF KOREA,2002,25-34 years,1371,8794811,13501,15.59,1
Asia,REPUBLIC OF KOREA,2002,35-54 years,3289,14462893,13501,22.74,1
Asia,REPUBLIC OF KOREA,2002,5-14 years,31,6811804,13501,0.46,1
Asia,REPUBLIC OF KOREA,2002,55-74 years,2312,6425775,13501,35.98,1
Asia,REPUBLIC OF KOREA,2002,75+ years,980,1176015,13501,83.33,1
Asia,REPUBLIC OF KOREA,2003,15-24 years,811,7296471,14971,11.11,1
Asia,REPUBLIC OF KOREA,2003,25-34 years,1589,8616297,14971,18.44,1
Asia,REPUBLIC OF KOREA,2003,35-54 years,4096,14805578,14971,27.67,1
Asia,REPUBLIC OF KOREA,2003,5-14 years,33,6841995,14971,0.48,1
Asia,REPUBLIC OF KOREA,2003,55-74 years,3094,6657635,14971,46.47,1
Asia,REPUBLIC OF KOREA,2003,75+ years,1275,1237912,14971,103.0,1
Asia,REPUBLIC OF KOREA,2004,15-24 years,700,7140827,16708,9.8,1
Asia,REPUBLIC OF KOREA,2004,25-34 years,1408,8436434,16708,16.69,1
Asia,REPUBLIC OF KOREA,2004,35-54 years,4381,15179051,16708,28.86,1
Asia,REPUBLIC OF KOREA,2004,5-14 years,43,6839404,16708,0.63,1
Asia,REPUBLIC OF KOREA,2004,55-74 years,3543,6875487,16708,51.53,1
Asia,REPUBLIC OF KOREA,2004,75+ years,1417,1308767,16708,108.27,1
Asia,REPUBLIC OF KOREA,2005,15-24 years,847,6940354,19460,12.2,1
Asia,REPUBLIC OF KOREA,2005,25-34 years,1689,8335454,19460,20.26,1
Asia,REPUBLIC OF KOREA,2005,35-54 years,4288,15572946,19460,27.53,1
Asia,REPUBLIC OF KOREA,2005,5-14 years,41,6830519,19460,0.6,1
Asia,REPUBLIC OF KOREA,2005,55-74 years,3666,7087367,19460,51.73,1
Asia,REPUBLIC OF KOREA,2005,75+ years,1480,1385244,19460,106.84,1
Asia,REPUBLIC OF KOREA,2006,15-24 years,627,6770422,21753,9.26,1
Asia,REPUBLIC OF KOREA,2006,25-34 years,1254,8238336,21753,15.22,1
Asia,REPUBLIC OF KOREA,2006,35-54 years,3914,16008755,21753,24.45,1
Asia,REPUBLIC OF KOREA,2006,5-14 years,35,6755327,21753,0.52,1
Asia,REPUBLIC OF KOREA,2006,55-74 years,3401,7278899,21753,46.72,1
Asia,REPUBLIC OF KOREA,2006,75+ years,1422,1462225,21753,97.25,1
Asia,REPUBLIC OF KOREA,2007,15-24 years,877,6652070,23982,13.18,1
Asia,REPUBLIC OF KOREA,2007,25-34 years,1905,8147278,23982,23.38,1
Asia,REPUBLIC OF KOREA,2007,35-54 years,4199,16378710,23982,25.64,1
Asia,REPUBLIC OF KOREA,2007,5-14 years,53,6565606,23982,0.81,1
Asia,REPUBLIC OF KOREA,2007,55-74 years,3537,7520262,23982,47.03,1
Asia,REPUBLIC OF KOREA,2007,75+ years,1603,1550281,23982,103.4,1
Asia,REPUBLIC OF KOREA,2008,15-24 years,891,6585178,21278,13.53,1
Asia,REPUBLIC OF KOREA,2008,25-34 years,1920,8038066,21278,23.89,1
Asia,REPUBLIC OF KOREA,2008,35-54 years,4765,16689349,21278,28.55,1
Asia,REPUBLIC OF KOREA,2008,5-14 years,49,6338920,21278,0.77,1
Asia,REPUBLIC OF KOREA,2008,55-74 years,3650,7797733,21278,46.81,1
Asia,REPUBLIC OF KOREA,2008,75+ years,1583,1652501,21278,95.79,1
Asia,REPUBLIC OF KOREA,2009,15-24 years,1009,6593296,19036,15.3,1
Asia,REPUBLIC OF KOREA,2009,25-34 years,2381,7866568,19036,30.27,1
Asia,REPUBLIC OF KOREA,2009,35-54 years,5828,16971768,19036,34.34,1
Asia,REPUBLIC OF KOREA,2009,5-14 years,81,6107246,19036,1.33,1
Asia,REPUBLIC OF KOREA,2009,55-74 years,4177,8071041,19036,51.75,1
Asia,REPUBLIC OF KOREA,2009,75+ years,1926,1770098,19036,108.81,1
Asia,REPUBLIC OF KOREA,2010,15-24 years,865,6647144,22994,13.01,1
Asia,REPUBLIC OF KOREA,2010,25-34 years,2273,7692843,22994,29.55,1
Asia,REPUBLIC OF KOREA,2010,35-54 years,5795,17092672,22994,33.9,1
Asia,REPUBLIC OF KOREA,2010,5-14 years,61,5847983,22994,1.04,1
Asia,REPUBLIC OF KOREA,2010,55-74 years,4498,8411102,22994,53.48,1
Asia,REPUBLIC OF KOREA,2010,75+ years,2066,1906871,22994,108.35,1
Asia,REPUBLIC OF KOREA,2011,15-24 years,875,6705048,25157,13.05,1
Asia,REPUBLIC OF KOREA,2011,25-34 years,2285,7551595,25157,30.26,1
Asia,REPUBLIC OF KOREA,2011,35-54 years,5949,17123528,25157,34.74,1
Asia,REPUBLIC OF KOREA,2011,5-14 years,56,5592028,25157,1.0,1
Asia,REPUBLIC OF KOREA,2011,55-74 years,4571,8776644,25157,52.08,1
Asia,REPUBLIC OF KOREA,2011,75+ years,2170,2049174,25157,105.9,1
Asia,REPUBLIC OF KOREA,2012,15-24 years,774,6761533,25464,11.45,1
Asia,REPUBLIC OF KOREA,2012,25-34 years,1943,7400564,25464,26.25,1
Asia,REPUBLIC OF KOREA,2012,35-54 years,5271,17125686,25464,30.78,1
Asia,REPUBLIC OF KOREA,2012,5-14 years,48,5384787,25464,0.89,1
Asia,REPUBLIC OF KOREA,2012,55-74 years,4099,9157977,25464,44.76,1
Asia,REPUBLIC OF KOREA,2012,75+ years,2024,2190438,25464,92.4,1
Asia,REPUBLIC OF KOREA,2013,15-24 years,756,6795449,27060,11.13,1
Asia,REPUBLIC OF KOREA,2013,25-34 years,1824,7268815,27060,25.09,1
Asia,REPUBLIC OF KOREA,2013,35-54 years,5662,17069817,27060,33.17,1
Asia,REPUBLIC OF KOREA,2013,5-14 years,37,5210576,27060,0.71,1
Asia,REPUBLIC OF KOREA,2013,55-74 years,4140,9565558,27060,43.28,1
Asia,REPUBLIC OF KOREA,2013,75+ years,2007,2338009,27060,85.84,1
Asia,REPUBLIC OF KOREA,2014,15-24 years,710,6798165,29120,10.44,1
Asia,REPUBLIC OF KOREA,2014,25-34 years,1776,7123376,29120,24.93,1
Asia,REPUBLIC OF KOREA,2014,35-54 years,5591,17008208,29120,32.87,1
Asia,REPUBLIC OF KOREA,2014,5-14 years,33,5039672,29120,0.65,1
Asia,REPUBLIC OF KOREA,2014,55-74 years,3913,9993433,29120,39.16,1
Asia,REPUBLIC OF KOREA,2014,75+ years,1811,2503063,29120,72.35,1
Asia,REPUBLIC OF KOREA,2015,15-24 years,677,6792457,28410,9.97,1
Asia,REPUBLIC OF KOREA,2015,25-34 years,1560,6926751,28410,22.52,1
Asia,REPUBLIC OF KOREA,2015,35-54 years,5050,16930951,28410,29.83,1
Asia,REPUBLIC OF KOREA,2015,5-14 years,31,4871381,28410,0.64,1
Asia,REPUBLIC OF KOREA,2015,55-74 years,4113,10484510,28410,39.23,1
Asia,REPUBLIC OF KOREA,2015,75+ years,2079,2665702,28410,77.99,1
Europe,SLOVAKIA,1992,15-24 years,61,801996,3143,7.61,1
Europe,SLOVAKIA,1992,25-34 years,117,782440,3143,14.95,1
Europe,SLOVAKIA,1992,35-54 years,348,1386479,3143,25.1,1
Europe,SLOVAKIA,1992,5-14 years,4,858359,3143,0.47,1
Europe,SLOVAKIA,1992,55-74 years,206,858829,3143,23.99,1
Europe,SLOVAKIA,1992,75+ years,60,221125,3143,27.13,1
Europe,SLOVAKIA,1993,15-24 years,63,823932,3334,7.65,1
Europe,SLOVAKIA,1993,25-34 years,109,767952,3334,14.19,1
Europe,SLOVAKIA,1993,35-54 years,342,1417063,3334,24.13,1
Europe,SLOVAKIA,1993,5-14 years,2,842604,3334,0.24,1
Europe,SLOVAKIA,1993,55-74 years,169,871720,3334,19.39,1
Europe,SLOVAKIA,1993,75+ years,53,211989,3334,25.0,1
Europe,SLOVAKIA,1994,15-24 years,78,885213,4036,8.81,1
Europe,SLOVAKIA,1994,25-34 years,93,764773,4036,12.16,1
Europe,SLOVAKIA,1994,35-54 years,313,1417161,4036,22.09,1
Europe,SLOVAKIA,1994,5-14 years,5,868476,4036,0.58,1
Europe,SLOVAKIA,1994,55-74 years,161,850910,4036,18.92,1
Europe,SLOVAKIA,1994,75+ years,41,188325,4036,21.77,1
Europe,SLOVAKIA,1995,15-24 years,67,903909,5141,7.41,1
Europe,SLOVAKIA,1995,25-34 years,112,761131,5141,14.71,1
Europe,SLOVAKIA,1995,35-54 years,318,1441211,5141,22.06,1
Europe,SLOVAKIA,1995,5-14 years,10,852354,5141,1.17,1
Europe,SLOVAKIA,1995,55-74 years,183,852661,5141,21.46,1
Europe,SLOVAKIA,1995,75+ years,45,193966,5141,23.2,1
Europe,SLOVAKIA,1996,15-24 years,67,917004,5529,7.31,1
Europe,SLOVAKIA,1996,25-34 years,98,759210,5529,12.91,1
Europe,SLOVAKIA,1996,35-54 years,292,1463016,5529,19.96,1
Europe,SLOVAKIA,1996,5-14 years,10,839333,5529,1.19,1
Europe,SLOVAKIA,1996,55-74 years,166,851950,5529,19.48,1
Europe,SLOVAKIA,1996,75+ years,39,201923,5529,19.31,1
Europe,SLOVAKIA,1997,15-24 years,56,925099,5468,6.05,1
Europe,SLOVAKIA,1997,25-34 years,77,762193,5468,10.1,1
Europe,SLOVAKIA,1997,35-54 years,303,1483342,5468,20.43,1
Europe,SLOVAKIA,1997,5-14 years,1,825118,5468,0.12,1
Europe,SLOVAKIA,1997,55-74 years,148,849576,5468,17.42,1
Europe,SLOVAKIA,1997,75+ years,45,213061,5468,21.12,1
Europe,SLOVAKIA,1998,15-24 years,74,928200,5871,7.97,1
Europe,SLOVAKIA,1998,25-34 years,87,770400,5871,11.29,1
Europe,SLOVAKIA,1998,35-54 years,333,1503700,5871,22.15,1
Europe,SLOVAKIA,1998,5-14 years,2,808800,5871,0.25,1
Europe,SLOVAKIA,1998,55-74 years,140,847100,5871,16.53,1
Europe,SLOVAKIA,1998,75+ years,37,222900,5871,16.6,1
Europe,SLOVAKIA,1999,15-24 years,67,925500,5966,7.24,1
Europe,SLOVAKIA,1999,25-34 years,77,781000,5966,9.86,1
Europe,SLOVAKIA,1999,35-54 years,327,1523600,5966,21.46,1
Europe,SLOVAKIA,1999,5-14 years,5,789200,5966,0.63,1
Europe,SLOVAKIA,1999,55-74 years,173,847400,5966,20.42,1
Europe,SLOVAKIA,1999,75+ years,43,231500,5966,18.57,1
Europe,SLOVAKIA,2000,15-24 years,75,920010,5696,8.15,1
Europe,SLOVAKIA,2000,25-34 years,90,795619,5696,11.31,1
Europe,SLOVAKIA,2000,35-54 years,338,1542864,5696,21.91,1
Europe,SLOVAKIA,2000,5-14 years,4,764520,5696,0.52,1
Europe,SLOVAKIA,2000,55-74 years,172,849976,5696,20.24,1
Europe,SLOVAKIA,2000,75+ years,50,238824,5696,20.94,1
Europe,SLOVAKIA,2001,15-24 years,68,916463,6020,7.42,1
Europe,SLOVAKIA,2001,25-34 years,104,803261,6020,12.95,1
Europe,SLOVAKIA,2001,35-54 years,330,1547343,6020,21.33,1
Europe,SLOVAKIA,2001,5-14 years,3,745487,6020,0.4,1
Europe,SLOVAKIA,2001,55-74 years,138,848114,6020,16.27,1
Europe,SLOVAKIA,2001,75+ years,49,239588,6020,20.45,1
Europe,SLOVAKIA,2002,15-24 years,61,905357,6869,6.74,1
Europe,SLOVAKIA,2002,25-34 years,107,824326,6869,12.98,1
Europe,SLOVAKIA,2002,35-54 years,328,1552416,6869,21.13,1
Europe,SLOVAKIA,2002,5-14 years,2,720026,6869,0.28,1
Europe,SLOVAKIA,2002,55-74 years,153,858635,6869,17.82,1
Europe,SLOVAKIA,2002,75+ years,66,246824,6869,26.74,1
Europe,SLOVAKIA,2003,15-24 years,56,892495,9138,6.27,1
Europe,SLOVAKIA,2003,25-34 years,93,848220,9138,10.96,1
Europe,SLOVAKIA,2003,35-54 years,392,1550602,9138,25.28,1
Europe,SLOVAKIA,2003,5-14 years,3,695204,9138,0.43,1
Europe,SLOVAKIA,2003,55-74 years,170,875093,9138,19.43,1
Europe,SLOVAKIA,2003,75+ years,39,252368,9138,15.45,1
Europe,SLOVAKIA,2004,15-24 years,61,877082,11177,6.95,1
Europe,SLOVAKIA,2004,25-34 years,89,871919,11177,10.21,1
Europe,SLOVAKIA,2004,35-54 years,335,1549251,11177,21.62,1
Europe,SLOVAKIA,2004,5-14 years,1,670563,11177,0.15,1
Europe,SLOVAKIA,2004,55-74 years,154,892993,11177,17.25,1
Europe,SLOVAKIA,2004,75+ years,36,259402,11177,13.88,1
Europe,SLOVAKIA,2005,15-24 years,64,861986,12229,7.42,1
Europe,SLOVAKIA,2005,25-34 years,97,891942,12229,10.88,1
Europe,SLOVAKIA,2005,35-54 years,315,1547095,12229,20.36,1
Europe,SLOVAKIA,2005,5-14 years,1,646484,12229,0.15,1
Europe,SLOVAKIA,2005,55-74 years,151,914146,12229,16.52,1
Europe,SLOVAKIA,2005,75+ years,51,265293,12229,19.22,1
Europe,SLOVAKIA,2006,15-24 years,0,848676,13763,0.0,1
Europe,SLOVAKIA,2006,25-34 years,0,907524,13763,0.0,1
Europe,SLOVAKIA,2006,35-54 years,0,1541956,13763,0.0,1
Europe,SLOVAKIA,2006,5-14 years,0,620839,13763,0.0,1
Europe,SLOVAKIA,2006,55-74 years,0,939667,13763,0.0,1
Europe,SLOVAKIA,2006,75+ years,0,270707,13763,0.0,1
Europe,SLOVAKIA,2007,15-24 years,0,834347,16815,0.0,1
Europe,SLOVAKIA,2007,25-34 years,0,919374,16815,0.0,1
Europe,SLOVAKIA,2007,35-54 years,0,1539172,16815,0.0,1
Europe,SLOVAKIA,2007,5-14 years,0,595950,16815,0.0,1
Europe,SLOVAKIA,2007,55-74 years,0,967781,16815,0.0,1
Europe,SLOVAKIA,2007,75+ years,0,276036,16815,0.0,1
Europe,SLOVAKIA,2008,15-24 years,47,818472,19530,5.74,1
Europe,SLOVAKIA,2008,25-34 years,92,925923,19530,9.94,1
Europe,SLOVAKIA,2008,35-54 years,256,1541454,19530,16.61,1
Europe,SLOVAKIA,2008,5-14 years,1,573849,19530,0.17,1
Europe,SLOVAKIA,2008,55-74 years,156,996844,19530,15.65,1
Europe,SLOVAKIA,2008,75+ years,39,280525,19530,13.9,1
Europe,SLOVAKIA,2009,15-24 years,44,799021,17299,5.51,1
Europe,SLOVAKIA,2009,25-34 years,71,926613,17299,7.66,1
Europe,SLOVAKIA,2009,35-54 years,263,1548349,17299,16.99,1
Europe,SLOVAKIA,2009,5-14 years,0,557288,17299,0.0,1
Europe,SLOVAKIA,2009,55-74 years,183,1026737,17299,17.82,1
Europe,SLOVAKIA,2009,75+ years,40,283736,17299,14.1,1
Europe,SLOVAKIA,2010,15-24 years,49,774012,17387,6.33,1
Europe,SLOVAKIA,2010,25-34 years,84,924229,17387,9.09,1
Europe,SLOVAKIA,2010,35-54 years,278,1556101,17387,17.87,1
Europe,SLOVAKIA,2010,5-14 years,5,547784,17387,0.91,1
Europe,SLOVAKIA,2010,55-74 years,171,1058630,17387,16.15,1
Europe,SLOVAKIA,2010,75+ years,44,286806,17387,15.34,1
Europe,SLOVAKIA,2012,15-24 years,44,716508,18256,6.14,1
Europe,SLOVAKIA,2012,25-34 years,79,887067,18256,8.91,1
Europe,SLOVAKIA,2012,35-54 years,235,1554120,18256,15.12,1
Europe,SLOVAKIA,2012,5-14 years,2,540916,18256,0.37,1
Europe,SLOVAKIA,2012,55-74 years,175,1124777,18256,15.56,1
Europe,SLOVAKIA,2012,75+ years,36,293534,18256,12.26,1
Europe,SLOVAKIA,2013,15-24 years,49,693818,19226,7.06,1
Europe,SLOVAKIA,2013,25-34 years,85,873233,19226,9.73,1
Europe,SLOVAKIA,2013,35-54 years,238,1564940,19226,15.21,1
Europe,SLOVAKIA,2013,5-14 years,1,539223,19226,0.19,1
Europe,SLOVAKIA,2013,55-74 years,197,1153469,19226,17.08,1
Europe,SLOVAKIA,2013,75+ years,46,297526,19226,15.46,1
Europe,SLOVAKIA,2014,15-24 years,35,670494,19679,5.22,1
Europe,SLOVAKIA,2014,25-34 years,73,859096,19679,8.5,1
Europe,SLOVAKIA,2014,35-54 years,201,1578749,19679,12.73,1
Europe,SLOVAKIA,2014,5-14 years,0,541089,19679,0.0,1
Europe,SLOVAKIA,2014,55-74 years,197,1177641,19679,16.73,1
Europe,SLOVAKIA,2014,75+ years,48,302617,19679,15.86,1
Europe,SLOVENIA,1995,15-24 years,57,295400,11291,19.3,1
Europe,SLOVENIA,1995,25-34 years,70,297300,11291,23.55,1
Europe,SLOVENIA,1995,35-54 years,217,568600,11291,38.16,1
Europe,SLOVENIA,1995,5-14 years,4,257300,11291,1.55,1
Europe,SLOVENIA,1995,55-74 years,173,381000,11291,45.41,1
Europe,SLOVENIA,1995,75+ years,43,84400,11291,50.95,1
Europe,SLOVENIA,1996,15-24 years,42,297900,11346,14.1,1
Europe,SLOVENIA,1996,25-34 years,78,301300,11346,25.89,1
Europe,SLOVENIA,1996,35-54 years,232,569300,11346,40.75,1
Europe,SLOVENIA,1996,5-14 years,4,256400,11346,1.56,1
Europe,SLOVENIA,1996,55-74 years,205,382300,11346,53.62,1
Europe,SLOVENIA,1996,75+ years,46,85900,11346,53.55,1
Europe,SLOVENIA,1997,15-24 years,45,295600,11014,15.22,1
Europe,SLOVENIA,1997,25-34 years,78,292200,11014,26.69,1
Europe,SLOVENIA,1997,35-54 years,246,575500,11014,42.75,1
Europe,SLOVENIA,1997,5-14 years,4,244100,11014,1.64,1
Europe,SLOVENIA,1997,55-74 years,173,387300,11014,44.67,1
Europe,SLOVENIA,1997,75+ years,47,89200,11014,52.69,1
Europe,SLOVENIA,1998,15-24 years,72,293100,11767,24.56,1
Europe,SLOVENIA,1998,25-34 years,67,289700,11767,23.13,1
Europe,SLOVENIA,1998,35-54 years,242,577700,11767,41.89,1
Europe,SLOVENIA,1998,5-14 years,5,236400,11767,2.12,1
Europe,SLOVENIA,1998,55-74 years,178,390300,11767,45.61,1
Europe,SLOVENIA,1998,75+ years,48,93100,11767,51.56,1
Europe,SLOVENIA,1999,15-24 years,45,291300,12041,15.45,1
Europe,SLOVENIA,1999,25-34 years,75,288900,12041,25.96,1
Europe,SLOVENIA,1999,35-54 years,233,582500,12041,40.0,1
Europe,SLOVENIA,1999,5-14 years,4,229900,12041,1.74,1
Europe,SLOVENIA,1999,55-74 years,189,394400,12041,47.92,1
Europe,SLOVENIA,1999,75+ years,44,97400,12041,45.17,1
Europe,SLOVENIA,2000,15-24 years,46,288716,10783,15.93,1
Europe,SLOVENIA,2000,25-34 years,64,287674,10783,22.25,1
Europe,SLOVENIA,2000,35-54 years,228,592488,10783,38.48,1
Europe,SLOVENIA,2000,5-14 years,1,223172,10783,0.45,1
Europe,SLOVENIA,2000,55-74 years,194,393024,10783,49.36,1
Europe,SLOVENIA,2000,75+ years,55,101409,10783,54.24,1
Europe,SLOVENIA,2001,15-24 years,46,285674,10979,16.1,1
Europe,SLOVENIA,2001,25-34 years,71,293369,10979,24.2,1
Europe,SLOVENIA,2001,35-54 years,217,609719,10979,35.59,1
Europe,SLOVENIA,2001,5-14 years,2,219411,10979,0.91,1
Europe,SLOVENIA,2001,55-74 years,177,386467,10979,45.8,1
Europe,SLOVENIA,2001,75+ years,68,106690,10979,63.74,1
Europe,SLOVENIA,2002,15-24 years,28,281434,12362,9.95,1
Europe,SLOVENIA,2002,25-34 years,54,293050,12362,18.43,1
Europe,SLOVENIA,2002,35-54 years,233,614950,12362,37.89,1
Europe,SLOVENIA,2002,5-14 years,1,213226,12362,0.47,1
Europe,SLOVENIA,2002,55-74 years,170,391399,12362,43.43,1
Europe,SLOVENIA,2002,75+ years,54,112065,12362,48.19,1
Europe,SLOVENIA,2003,15-24 years,44,277899,15568,15.83,1
Europe,SLOVENIA,2003,25-34 years,53,293615,15568,18.05,1
Europe,SLOVENIA,2003,35-54 years,220,617812,15568,35.61,1
Europe,SLOVENIA,2003,5-14 years,1,205664,15568,0.49,1
Europe,SLOVENIA,2003,55-74 years,181,395536,15568,45.76,1
Europe,SLOVENIA,2003,75+ years,63,117063,15568,53.82,1
Europe,SLOVENIA,2004,15-24 years,42,271360,18067,15.48,1
Europe,SLOVENIA,2004,25-34 years,47,295779,18067,15.89,1
Europe,SLOVENIA,2004,35-54 years,208,618132,18067,33.65,1
Europe,SLOVENIA,2004,5-14 years,4,199744,18067,2.0,1
Europe,SLOVENIA,2004,55-74 years,169,400399,18067,42.21,1
Europe,SLOVENIA,2004,75+ years,42,122448,18067,34.3,1
Europe,SLOVENIA,2005,15-24 years,34,264863,19012,12.84,1
Europe,SLOVENIA,2005,25-34 years,66,299055,19012,22.07,1
Europe,SLOVENIA,2005,35-54 years,189,616958,19012,30.63,1
Europe,SLOVENIA,2005,5-14 years,1,195525,19012,0.51,1
Europe,SLOVENIA,2005,55-74 years,152,407598,19012,37.29,1
Europe,SLOVENIA,2005,75+ years,61,127818,19012,47.72,1
Europe,SLOVENIA,2006,15-24 years,28,259266,20634,10.8,1
Europe,SLOVENIA,2006,25-34 years,53,303106,20634,17.49,1
Europe,SLOVENIA,2006,35-54 years,192,614779,20634,31.23,1
Europe,SLOVENIA,2006,5-14 years,0,191515,20634,0.0,1
Europe,SLOVENIA,2006,55-74 years,187,415663,20634,44.99,1
Europe,SLOVENIA,2006,75+ years,69,134241,20634,51.4,1
Europe,SLOVENIA,2007,15-24 years,22,252564,24964,8.71,1
Europe,SLOVENIA,2007,25-34 years,50,305870,24964,16.35,1
Europe,SLOVENIA,2007,35-54 years,153,616334,24964,24.82,1
Europe,SLOVENIA,2007,5-14 years,0,188978,24964,0.0,1
Europe,SLOVENIA,2007,55-74 years,143,423519,24964,33.76,1
Europe,SLOVENIA,2007,75+ years,66,140067,24964,47.12,1
Europe,SLOVENIA,2008,15-24 years,31,249539,28599,12.42,1
Europe,SLOVENIA,2008,25-34 years,42,310227,28599,13.54,1
Europe,SLOVENIA,2008,35-54 years,149,618591,28599,24.09,1
Europe,SLOVENIA,2008,5-14 years,0,186670,28599,0.0,1
Europe,SLOVENIA,2008,55-74 years,128,433028,28599,29.56,1
Europe,SLOVENIA,2008,75+ years,58,145703,28599,39.81,1
Europe,SLOVENIA,2009,15-24 years,21,240887,25872,8.72,1
Europe,SLOVENIA,2009,25-34 years,45,308022,25872,14.61,1
Europe,SLOVENIA,2009,35-54 years,167,615654,25872,27.13,1
Europe,SLOVENIA,2009,5-14 years,0,185211,25872,0.0,1
Europe,SLOVENIA,2009,55-74 years,155,441927,25872,35.07,1
Europe,SLOVENIA,2009,75+ years,59,150336,25872,39.25,1
Europe,SLOVENIA,2010,15-24 years,26,233456,24689,11.14,1
Europe,SLOVENIA,2010,25-34 years,37,306276,24689,12.08,1
Europe,SLOVENIA,2010,35-54 years,146,613076,24689,23.81,1
Europe,SLOVENIA,2010,5-14 years,2,184561,24689,1.08,1
Europe,SLOVENIA,2010,55-74 years,142,452065,24689,31.41,1
Europe,SLOVENIA,2010,75+ years,61,155340,24689,39.27,1
Europe,SLOVENIA,2011,15-24 years,22,226569,26377,9.71,1
Europe,SLOVENIA,2011,25-34 years,33,300769,26377,10.97,1
Europe,SLOVENIA,2011,35-54 years,142,611565,26377,23.22,1
Europe,SLOVENIA,2011,5-14 years,0,184213,26377,0.0,1
Europe,SLOVENIA,2011,55-74 years,162,461597,26377,35.1,1
Europe,SLOVENIA,2011,75+ years,76,159848,26377,47.55,1
Europe,SLOVENIA,2012,15-24 years,21,219694,23820,9.56,1
Europe,SLOVENIA,2012,25-34 years,37,296536,23820,12.48,1
Europe,SLOVENIA,2012,35-54 years,153,610063,23820,25.08,1
Europe,SLOVENIA,2012,5-14 years,1,185259,23820,0.54,1
Europe,SLOVENIA,2012,55-74 years,156,470326,23820,33.17,1
Europe,SLOVENIA,2012,75+ years,72,164110,23820,43.87,1
Europe,SLOVENIA,2013,15-24 years,25,211709,24697,11.81,1
Europe,SLOVENIA,2013,25-34 years,44,292792,24697,15.03,1
Europe,SLOVENIA,2013,35-54 years,140,609991,24697,22.95,1
Europe,SLOVENIA,2013,5-14 years,1,188450,24697,0.53,1
Europe,SLOVENIA,2013,55-74 years,159,477634,24697,33.29,1
Europe,SLOVENIA,2013,75+ years,77,167700,24697,45.92,1
Europe,SLOVENIA,2014,15-24 years,19,205375,25569,9.25,1
Europe,SLOVENIA,2014,25-34 years,36,285747,25569,12.6,1
