continent,country,year,age,suicides_no,population,gdp_per_capita ($),s_rate,oecd
Europe,NORWAY,2012,55-74 years,114,1019630,108408,11.18,1
Europe,NORWAY,2012,75+ years,47,352012,108408,13.35,1
Europe,NORWAY,2013,15-24 years,64,666675,109804,9.6,1
Europe,NORWAY,2013,25-34 years,80,674901,109804,11.85,1
Europe,NORWAY,2013,35-54 years,229,1412667,109804,16.21,1
Europe,NORWAY,2013,5-14 years,1,616552,109804,0.16,1
Europe,NORWAY,2013,55-74 years,144,1043136,109804,13.8,1
Europe,NORWAY,2013,75+ years,36,353674,109804,10.18,1
Europe,NORWAY,2014,15-24 years,55,669409,103443,8.22,1
Europe,NORWAY,2014,25-34 years,91,691535,103443,13.16,1
Europe,NORWAY,2014,35-54 years,198,1421237,103443,13.93,1
Europe,NORWAY,2014,5-14 years,3,621365,103443,0.48,1
Europe,NORWAY,2014,55-74 years,161,1066208,103443,15.1,1
Europe,NORWAY,2014,75+ years,40,357424,103443,11.19,1
Europe,NORWAY,2015,15-24 years,60,670122,79187,8.95,1
Europe,NORWAY,2015,25-34 years,95,706161,79187,13.45,1
Europe,NORWAY,2015,35-54 years,201,1429708,79187,14.06,1
Europe,NORWAY,2015,5-14 years,4,626179,79187,0.64,1
Europe,NORWAY,2015,55-74 years,181,1088399,79187,16.63,1
Europe,NORWAY,2015,75+ years,49,362340,79187,13.52,1
Europe,POLAND,1990,15-24 years,512,5316600,1876,9.63,1
Europe,POLAND,1990,25-34 years,1043,5946300,1876,17.54,1
Europe,POLAND,1990,35-54 years,1990,9644200,1876,20.63,1
Europe,POLAND,1990,5-14 years,40,6621500,1876,0.6,1
Europe,POLAND,1990,55-74 years,1167,6077300,1876,19.2,1
Europe,POLAND,1990,75+ years,218,1558900,1876,13.98,1
Europe,POLAND,1991,15-24 years,505,5449500,2416,9.27,1
Europe,POLAND,1991,25-34 years,963,5751300,2416,16.74,1
Europe,POLAND,1991,35-54 years,2362,9863600,2416,23.95,1
Europe,POLAND,1991,5-14 years,47,6624700,2416,0.71,1
Europe,POLAND,1991,55-74 years,1230,6185600,2416,19.88,1
Europe,POLAND,1991,75+ years,209,1521600,2416,13.74,1
Europe,POLAND,1992,15-24 years,552,5596500,2650,9.86,1
Europe,POLAND,1992,25-34 years,1032,5555600,2650,18.58,1
Europe,POLAND,1992,35-54 years,2525,10089500,2650,25.03,1
Europe,POLAND,1992,5-14 years,42,6588700,2650,0.64,1
Europe,POLAND,1992,55-74 years,1322,6296500,2650,21.0,1
Europe,POLAND,1992,75+ years,240,1478600,2650,16.23,1
Europe,POLAND,1993,15-24 years,555,5743000,2683,9.66,1
Europe,POLAND,1993,25-34 years,920,5368000,2683,17.14,1
Europe,POLAND,1993,35-54 years,2573,10321300,2683,24.93,1
Europe,POLAND,1993,5-14 years,50,6529100,2683,0.77,1
Europe,POLAND,1993,55-74 years,1315,6398100,2683,20.55,1
Europe,POLAND,1993,75+ years,211,1433100,2683,14.72,1
Europe,POLAND,1994,15-24 years,616,5894900,3081,10.45,1
Europe,POLAND,1994,25-34 years,847,5210500,3081,16.26,1
Europe,POLAND,1994,35-54 years,2560,10531700,3081,24.31,1
Europe,POLAND,1994,5-14 years,40,6437400,3081,0.62,1
Europe,POLAND,1994,55-74 years,1237,6469900,3081,19.12,1
Europe,POLAND,1994,75+ years,219,1415600,3081,15.47,1
Europe,POLAND,1995,15-24 years,598,6041900,3937,9.9,1
Europe,POLAND,1995,25-34 years,772,5099000,3937,15.14,1
Europe,POLAND,1995,35-54 years,2555,10711600,3937,23.85,1
Europe,POLAND,1995,5-14 years,66,6315200,3937,1.05,1
Europe,POLAND,1995,55-74 years,1295,6503500,3937,19.91,1
Europe,POLAND,1995,75+ years,213,1433700,3937,14.86,1
Europe,POLAND,1996,15-24 years,628,6165500,4413,10.19,1
Europe,POLAND,1996,25-34 years,696,5047400,4413,13.79,1
Europe,POLAND,1996,35-54 years,2503,10874200,4413,23.02,1
Europe,POLAND,1996,5-14 years,64,6189200,4413,1.03,1
Europe,POLAND,1996,55-74 years,1345,6507000,4413,20.67,1
Europe,POLAND,1996,75+ years,210,1460000,4413,14.38,1
Europe,POLAND,1999,15-24 years,797,6495600,4640,12.27,1
Europe,POLAND,1999,25-34 years,761,5138100,4640,14.81,1
Europe,POLAND,1999,35-54 years,2714,11308900,4640,24.0,1
Europe,POLAND,1999,5-14 years,36,5632800,4640,0.64,1
Europe,POLAND,1999,55-74 years,1227,6368100,4640,19.27,1
Europe,POLAND,1999,75+ years,244,1631700,4640,14.95,1
Europe,POLAND,2000,15-24 years,745,6443577,4744,11.56,1
Europe,POLAND,2000,25-34 years,781,5123738,4744,15.24,1
Europe,POLAND,2000,35-54 years,2796,11254415,4744,24.84,1
Europe,POLAND,2000,5-14 years,46,5421816,4744,0.85,1
Europe,POLAND,2000,55-74 years,1184,6297187,4744,18.8,1
Europe,POLAND,2000,75+ years,289,1692611,4744,17.07,1
Europe,POLAND,2001,15-24 years,720,6467604,5249,11.13,1
Europe,POLAND,2001,25-34 years,795,5243102,5249,15.16,1
Europe,POLAND,2001,35-54 years,2829,11287516,5249,25.06,1
Europe,POLAND,2001,5-14 years,38,5214683,5249,0.73,1
Europe,POLAND,2001,55-74 years,1254,6309883,5249,19.87,1
Europe,POLAND,2001,75+ years,219,1772602,5249,12.35,1
Europe,POLAND,2002,15-24 years,730,6438954,5466,11.34,1
Europe,POLAND,2002,25-34 years,797,5373311,5466,14.83,1
Europe,POLAND,2002,35-54 years,2805,11231780,5466,24.97,1
Europe,POLAND,2002,5-14 years,41,5030613,5466,0.82,1
Europe,POLAND,2002,55-74 years,1287,6423963,5466,20.03,1
Europe,POLAND,2002,75+ years,265,1848877,5466,14.33,1
Europe,POLAND,2003,15-24 years,714,6400873,5983,11.15,1
Europe,POLAND,2003,25-34 years,808,5510751,5983,14.66,1
Europe,POLAND,2003,35-54 years,2724,11144204,5983,24.44,1
Europe,POLAND,2003,5-14 years,21,4849443,5983,0.43,1
Europe,POLAND,2003,55-74 years,1309,6534818,5983,20.03,1
Europe,POLAND,2003,75+ years,260,1913686,5983,13.59,1
Europe,POLAND,2004,15-24 years,750,6330369,7014,11.85,1
Europe,POLAND,2004,25-34 years,862,5653446,7014,15.25,1
Europe,POLAND,2004,35-54 years,2740,11041613,7014,24.82,1
Europe,POLAND,2004,5-14 years,36,4670910,7014,0.77,1
Europe,POLAND,2004,55-74 years,1401,6676405,7014,20.98,1
Europe,POLAND,2004,75+ years,283,1998853,7014,14.16,1
Europe,POLAND,2005,15-24 years,701,6236590,8417,11.24,1
Europe,POLAND,2005,25-34 years,831,5795517,8417,14.34,1
Europe,POLAND,2005,35-54 years,2736,10932261,8417,25.03,1
Europe,POLAND,2005,5-14 years,33,4495677,8417,0.73,1
Europe,POLAND,2005,55-74 years,1449,6824260,8417,21.23,1
Europe,POLAND,2005,75+ years,295,2087060,8417,14.13,1
Europe,POLAND,2006,15-24 years,671,6129022,9485,10.95,1
Europe,POLAND,2006,25-34 years,794,5913875,9485,13.43,1
Europe,POLAND,2006,35-54 years,2512,10814947,9485,23.23,1
Europe,POLAND,2006,5-14 years,44,4320598,9485,1.02,1
Europe,POLAND,2006,55-74 years,1432,6991180,9485,20.48,1
Europe,POLAND,2006,75+ years,352,2178610,9485,16.16,1
Europe,POLAND,2007,15-24 years,653,5990817,11816,10.9,1
Europe,POLAND,2007,25-34 years,719,6026189,11816,11.93,1
Europe,POLAND,2007,35-54 years,2169,10702010,11816,20.27,1
Europe,POLAND,2007,5-14 years,31,4155038,11816,0.75,1
Europe,POLAND,2007,55-74 years,1392,7176253,11816,19.4,1
Europe,POLAND,2007,75+ years,320,2260536,11816,14.16,1
Europe,POLAND,2008,15-24 years,665,5801761,14721,11.46,1
Europe,POLAND,2008,25-34 years,809,6149804,14721,13.15,1
Europe,POLAND,2008,35-54 years,2351,10604280,14721,22.17,1
Europe,POLAND,2008,5-14 years,28,4009327,14721,0.7,1
Europe,POLAND,2008,55-74 years,1483,7372305,14721,20.12,1
Europe,POLAND,2008,75+ years,346,2325234,14721,14.88,1
Europe,POLAND,2009,15-24 years,683,5592049,12141,12.21,1
Europe,POLAND,2009,25-34 years,866,6264012,12141,13.83,1
Europe,POLAND,2009,35-54 years,2685,10526981,12141,25.51,1
Europe,POLAND,2009,5-14 years,38,3885582,12141,0.98,1
Europe,POLAND,2009,55-74 years,1841,7575950,12141,24.3,1
Europe,POLAND,2009,75+ years,364,2378828,12141,15.3,1
Europe,POLAND,2010,15-24 years,596,5303420,13304,11.24,1
Europe,POLAND,2010,25-34 years,883,6202093,13304,14.24,1
Europe,POLAND,2010,35-54 years,2578,10447763,13304,24.68,1
Europe,POLAND,2010,5-14 years,16,3791182,13304,0.42,1
Europe,POLAND,2010,55-74 years,1934,7834447,13304,24.69,1
Europe,POLAND,2010,75+ years,350,2448886,13304,14.29,1
Europe,POLAND,2011,15-24 years,573,5123306,14686,11.18,1
Europe,POLAND,2011,25-34 years,833,6209061,14686,13.42,1
Europe,POLAND,2011,35-54 years,2480,10390895,14686,23.87,1
Europe,POLAND,2011,5-14 years,21,3728514,14686,0.56,1
Europe,POLAND,2011,55-74 years,1855,8048226,14686,23.05,1
Europe,POLAND,2011,75+ years,351,2508235,14686,13.99,1
Europe,POLAND,2012,15-24 years,568,4961721,13894,11.45,1
Europe,POLAND,2012,25-34 years,923,6173716,13894,14.95,1
Europe,POLAND,2012,35-54 years,2448,10352794,13894,23.65,1
Europe,POLAND,2012,5-14 years,16,3699981,13894,0.43,1
Europe,POLAND,2012,55-74 years,2020,8259899,13894,24.46,1
Europe,POLAND,2012,75+ years,393,2565335,13894,15.32,1
Europe,POLAND,2013,15-24 years,560,4782796,14552,11.71,1
Europe,POLAND,2013,25-34 years,882,6139041,14552,14.37,1
Europe,POLAND,2013,35-54 years,2294,10307420,14552,22.26,1
Europe,POLAND,2013,5-14 years,23,3717252,14552,0.62,1
Europe,POLAND,2013,55-74 years,2084,8470933,14552,24.6,1
Europe,POLAND,2013,75+ years,375,2606252,14552,14.39,1
Europe,POLAND,2014,15-24 years,598,4613990,15119,12.96,1
Europe,POLAND,2014,25-34 years,845,6063236,15119,13.94,1
Europe,POLAND,2014,35-54 years,2211,10299925,15119,21.47,1
Europe,POLAND,2014,5-14 years,13,3762985,15119,0.35,1
Europe,POLAND,2014,55-74 years,1920,8662854,15119,22.16,1
Europe,POLAND,2014,75+ years,347,2656640,15119,13.06,1
Europe,POLAND,2015,15-24 years,501,4450553,13228,11.26,1
Europe,POLAND,2015,25-34 years,839,5975013,13228,14.04,1
Europe,POLAND,2015,35-54 years,1921,10337527,13228,18.58,1
Europe,POLAND,2015,5-14 years,19,3808844,13228,0.5,1
Europe,POLAND,2015,55-74 years,1775,8821633,13228,20.12,1
Europe,POLAND,2015,75+ years,365,2693005,13228,13.55,1
Europe,PORTUGAL,1985,15-24 years,122,1681190,2912,7.26,1
Europe,PORTUGAL,1985,25-34 years,118,1416077,2912,8.33,1
Europe,PORTUGAL,1985,35-54 years,262,2319918,2912,11.29,1
Europe,PORTUGAL,1985,5-14 years,10,1659517,2912,0.6,1
Europe,PORTUGAL,1985,55-74 years,343,1788453,2912,19.18,1
Europe,PORTUGAL,1985,75+ years,128,448775,2912,28.52,1
Europe,PORTUGAL,1986,15-24 years,92,1667235,4145,5.52,1
Europe,PORTUGAL,1986,25-34 years,97,1437360,4145,6.75,1
Europe,PORTUGAL,1986,35-54 years,269,2336123,4145,11.51,1
Europe,PORTUGAL,1986,5-14 years,9,1634257,4145,0.55,1
Europe,PORTUGAL,1986,55-74 years,327,1807898,4145,18.09,1
Europe,PORTUGAL,1986,75+ years,147,466375,4145,31.52,1
Europe,PORTUGAL,1987,15-24 years,104,1649545,5138,6.3,1
Europe,PORTUGAL,1987,25-34 years,123,1450921,5138,8.48,1
Europe,PORTUGAL,1987,35-54 years,259,2356927,5138,10.99,1
Europe,PORTUGAL,1987,5-14 years,5,1607045,5138,0.31,1
Europe,PORTUGAL,1987,55-74 years,304,1831788,5138,16.6,1
Europe,PORTUGAL,1987,75+ years,165,482763,5138,34.18,1
Europe,PORTUGAL,1988,15-24 years,81,1633420,5995,4.96,1
Europe,PORTUGAL,1988,25-34 years,88,1457697,5995,6.04,1
Europe,PORTUGAL,1988,35-54 years,210,2380289,5995,8.82,1
Europe,PORTUGAL,1988,5-14 years,7,1573366,5995,0.44,1
Europe,PORTUGAL,1988,55-74 years,308,1857523,5995,16.58,1
Europe,PORTUGAL,1988,75+ years,125,498186,5995,25.09,1
Europe,PORTUGAL,1989,15-24 years,76,1623173,6436,4.68,1
Europe,PORTUGAL,1989,25-34 years,94,1456575,6436,6.45,1
Europe,PORTUGAL,1989,35-54 years,154,2407928,6436,6.4,1
Europe,PORTUGAL,1989,5-14 years,4,1530752,6436,0.26,1
Europe,PORTUGAL,1989,55-74 years,284,1882795,6436,15.08,1
Europe,PORTUGAL,1989,75+ years,135,514047,6436,26.26,1
Europe,PORTUGAL,1990,15-24 years,87,1623717,8356,5.36,1
Europe,PORTUGAL,1990,25-34 years,133,1444467,8356,9.21,1
Europe,PORTUGAL,1990,35-54 years,206,2436873,8356,8.45,1
Europe,PORTUGAL,1990,5-14 years,5,1474845,8356,0.34,1
Europe,PORTUGAL,1990,55-74 years,275,1912943,8356,14.38,1
Europe,PORTUGAL,1990,75+ years,164,527969,8356,31.06,1
Europe,PORTUGAL,1991,15-24 years,75,1627974,9483,4.61,1
Europe,PORTUGAL,1991,25-34 years,155,1440095,9483,10.76,1
Europe,PORTUGAL,1991,35-54 years,219,2453724,9483,8.93,1
Europe,PORTUGAL,1991,5-14 years,4,1409938,9483,0.28,1
Europe,PORTUGAL,1991,55-74 years,310,1940635,9483,15.97,1
Europe,PORTUGAL,1991,75+ years,179,538141,9483,33.26,1
Europe,PORTUGAL,1992,15-24 years,64,1626881,11445,3.93,1
Europe,PORTUGAL,1992,25-34 years,126,1446896,11445,8.71,1
Europe,PORTUGAL,1992,35-54 years,207,2468396,11445,8.39,1
Europe,PORTUGAL,1992,5-14 years,5,1348974,11445,0.37,1
Europe,PORTUGAL,1992,55-74 years,298,1962017,11445,15.19,1
Europe,PORTUGAL,1992,75+ years,166,548393,11445,30.27,1
Europe,PORTUGAL,1993,15-24 years,52,1621171,10098,3.21,1
Europe,PORTUGAL,1993,25-34 years,98,1455742,10098,6.73,1
Europe,PORTUGAL,1993,35-54 years,194,2491164,10098,7.79,1
Europe,PORTUGAL,1993,5-14 years,3,1299975,10098,0.23,1
Europe,PORTUGAL,1993,55-74 years,300,1986076,10098,15.11,1
Europe,PORTUGAL,1993,75+ years,133,555954,10098,23.92,1
Europe,PORTUGAL,1994,15-24 years,55,1612067,10566,3.41,1
Europe,PORTUGAL,1994,25-34 years,104,1468422,10566,7.08,1
Europe,PORTUGAL,1994,35-54 years,199,2518165,10566,7.9,1
Europe,PORTUGAL,1994,5-14 years,4,1261888,10566,0.32,1
Europe,PORTUGAL,1994,55-74 years,260,2010649,10566,12.93,1
Europe,PORTUGAL,1994,75+ years,140,564818,10566,24.79,1
Europe,PORTUGAL,1995,15-24 years,72,1600909,12469,4.5,1
Europe,PORTUGAL,1995,25-34 years,100,1481304,12469,6.75,1
Europe,PORTUGAL,1995,35-54 years,204,2553918,12469,7.99,1
Europe,PORTUGAL,1995,5-14 years,3,1229275,12469,0.24,1
Europe,PORTUGAL,1995,55-74 years,280,2025619,12469,13.82,1
Europe,PORTUGAL,1995,75+ years,150,582819,12469,25.74,1
Europe,PORTUGAL,1996,15-24 years,46,1584831,12887,2.9,1
Europe,PORTUGAL,1996,25-34 years,65,1495250,12887,4.35,1
Europe,PORTUGAL,1996,35-54 years,144,2598215,12887,5.54,1
Europe,PORTUGAL,1996,5-14 years,1,1202740,12887,0.08,1
Europe,PORTUGAL,1996,55-74 years,233,2031690,12887,11.47,1
Europe,PORTUGAL,1996,75+ years,164,603234,12887,27.19,1
Europe,PORTUGAL,1997,15-24 years,43,1565069,12237,2.75,1
Europe,PORTUGAL,1997,25-34 years,79,1510280,12237,5.23,1
Europe,PORTUGAL,1997,35-54 years,150,2645600,12237,5.67,1
Europe,PORTUGAL,1997,5-14 years,2,1181799,12237,0.17,1
Europe,PORTUGAL,1997,55-74 years,224,2039396,12237,10.98,1
Europe,PORTUGAL,1997,75+ years,130,622435,12237,20.89,1
Europe,PORTUGAL,1998,15-24 years,35,1543458,12892,2.27,1
Europe,PORTUGAL,1998,25-34 years,56,1524200,12892,3.67,1
Europe,PORTUGAL,1998,35-54 years,134,2691196,12892,4.98,1
Europe,PORTUGAL,1998,5-14 years,1,1164215,12892,0.09,1
Europe,PORTUGAL,1998,55-74 years,212,2050958,12892,10.34,1
Europe,PORTUGAL,1998,75+ years,118,643083,12892,18.35,1
Europe,PORTUGAL,1999,15-24 years,29,1517583,13180,1.91,1
Europe,PORTUGAL,1999,25-34 years,53,1538713,13180,3.44,1
Europe,PORTUGAL,1999,35-54 years,131,2736317,13180,4.79,1
Europe,PORTUGAL,1999,5-14 years,4,1148988,13180,0.35,1
Europe,PORTUGAL,1999,55-74 years,187,2065226,13180,9.05,1
Europe,PORTUGAL,1999,75+ years,141,664530,13180,21.22,1
Europe,PORTUGAL,2000,15-24 years,35,1491372,12152,2.35,1
Europe,PORTUGAL,2000,25-34 years,49,1554272,12152,3.15,1
Europe,PORTUGAL,2000,35-54 years,123,2783003,12152,4.42,1
Europe,PORTUGAL,2000,5-14 years,0,1135254,12152,0.0,1
Europe,PORTUGAL,2000,55-74 years,181,2086601,12152,8.67,1
Europe,PORTUGAL,2000,75+ years,136,689583,12152,19.72,1
Europe,PORTUGAL,2001,15-24 years,49,1457163,12391,3.36,1
Europe,PORTUGAL,2001,25-34 years,101,1575938,12391,6.41,1
Europe,PORTUGAL,2001,35-54 years,193,2827360,12391,6.83,1
Europe,PORTUGAL,2001,5-14 years,2,1125999,12391,0.18,1
Europe,PORTUGAL,2001,55-74 years,244,2107995,12391,11.57,1
Europe,PORTUGAL,2001,75+ years,172,715081,12391,24.05,1
Europe,PORTUGAL,2002,15-24 years,60,1410949,13614,4.25,1
Europe,PORTUGAL,2002,25-34 years,146,1600543,13614,9.12,1
Europe,PORTUGAL,2002,35-54 years,365,2867113,13614,12.73,1
Europe,PORTUGAL,2002,5-14 years,4,1121321,13614,0.36,1
Europe,PORTUGAL,2002,55-74 years,392,2124906,13614,18.45,1
Europe,PORTUGAL,2002,75+ years,243,735000,13614,33.06,1
Europe,PORTUGAL,2003,15-24 years,50,1366726,16671,3.66,1
Europe,PORTUGAL,2003,25-34 years,134,1614591,16671,8.3,1
Europe,PORTUGAL,2003,35-54 years,329,2896214,16671,11.36,1
Europe,PORTUGAL,2003,5-14 years,0,1117977,16671,0.0,1
Europe,PORTUGAL,2003,55-74 years,388,2146760,16671,18.07,1
Europe,PORTUGAL,2003,75+ years,255,752741,16671,33.88,1
Europe,PORTUGAL,2007,15-24 years,37,1224498,24003,3.02,1
Europe,PORTUGAL,2007,25-34 years,89,1585904,24003,5.61,1
Europe,PORTUGAL,2007,35-54 years,282,2995634,24003,9.41,1
Europe,PORTUGAL,2007,5-14 years,2,1113152,24003,0.18,1
Europe,PORTUGAL,2007,55-74 years,346,2239348,24003,15.45,1
Europe,PORTUGAL,2007,75+ years,264,847177,24003,31.16,1
Europe,PORTUGAL,2008,15-24 years,34,1199497,26121,2.83,1
Europe,PORTUGAL,2008,25-34 years,92,1558882,26121,5.9,1
Europe,PORTUGAL,2008,35-54 years,300,3026925,26121,9.91,1
Europe,PORTUGAL,2008,5-14 years,2,1109867,26121,0.18,1
Europe,PORTUGAL,2008,55-74 years,354,2261748,26121,15.65,1
Europe,PORTUGAL,2008,75+ years,256,873721,26121,29.3,1
Europe,PORTUGAL,2009,15-24 years,49,1176947,24254,4.16,1
Europe,PORTUGAL,2009,25-34 years,90,1521901,24254,5.91,1
Europe,PORTUGAL,2009,35-54 years,301,3060502,24254,9.83,1
Europe,PORTUGAL,2009,5-14 years,1,1106149,24254,0.09,1
Europe,PORTUGAL,2009,55-74 years,324,2285759,24254,14.17,1
Europe,PORTUGAL,2009,75+ years,260,898660,24254,28.93,1
Europe,PORTUGAL,2010,15-24 years,39,1158613,23673,3.37,1
Europe,PORTUGAL,2010,25-34 years,85,1473109,23673,5.77,1
Europe,PORTUGAL,2010,35-54 years,330,3093949,23673,10.67,1
Europe,PORTUGAL,2010,5-14 years,2,1100101,23673,0.18,1
Europe,PORTUGAL,2010,55-74 years,346,2311903,23673,14.97,1
Europe,PORTUGAL,2010,75+ years,297,928953,23673,31.97,1
Europe,PORTUGAL,2011,15-24 years,24,1145290,24337,2.1,1
Europe,PORTUGAL,2011,25-34 years,79,1415609,24337,5.58,1
Europe,PORTUGAL,2011,35-54 years,329,3117842,24337,10.55,1
Europe,PORTUGAL,2011,5-14 years,2,1089285,24337,0.18,1
Europe,PORTUGAL,2011,55-74 years,351,2333414,24337,15.04,1
Europe,PORTUGAL,2011,75+ years,232,961375,24337,24.13,1
Europe,PORTUGAL,2012,15-24 years,34,1131252,21573,3.01,1
Europe,PORTUGAL,2012,25-34 years,68,1354898,21573,5.02,1
Europe,PORTUGAL,2012,35-54 years,334,3128107,21573,10.68,1
Europe,PORTUGAL,2012,5-14 years,1,1076094,21573,0.09,1
Europe,PORTUGAL,2012,55-74 years,354,2354244,21573,15.04,1
Europe,PORTUGAL,2012,75+ years,285,984801,21573,28.94,1
Europe,PORTUGAL,2013,15-24 years,25,1116982,22641,2.24,1
Europe,PORTUGAL,2013,25-34 years,82,1299842,22641,6.31,1
Europe,PORTUGAL,2013,35-54 years,314,3122852,22641,10.05,1
Europe,PORTUGAL,2013,5-14 years,0,1063804,22641,0.0,1
Europe,PORTUGAL,2013,55-74 years,370,2377687,22641,15.56,1
Europe,PORTUGAL,2013,75+ years,261,1003907,22641,26.0,1
Europe,PORTUGAL,2014,15-24 years,36,1108179,23091,3.25,1
Europe,PORTUGAL,2014,25-34 years,86,1255837,23091,6.85,1
Europe,PORTUGAL,2014,35-54 years,393,3106325,23091,12.65,1
Europe,PORTUGAL,2014,5-14 years,2,1049407,23091,0.19,1
Europe,PORTUGAL,2014,55-74 years,394,2400936,23091,16.41,1
Europe,PORTUGAL,2014,75+ years,311,1023749,23091,30.38,1
Asia,REPUBLIC OF KOREA,1985,15-24 years,974,8561300,2731,11.38,1
Asia,REPUBLIC OF KOREA,1985,25-34 years,883,7185600,2731,12.29,1
Asia,REPUBLIC OF KOREA,1985,35-54 years,1165,8553100,2731,13.62,1
Asia,REPUBLIC OF KOREA,1985,5-14 years,33,8392400,2731,0.39,1
Asia,REPUBLIC OF KOREA,1985,55-74 years,554,3498800,2731,15.83,1
Asia,REPUBLIC OF KOREA,1985,75+ years,80,525500,2731,15.22,1
Asia,REPUBLIC OF KOREA,1986,15-24 years,853,8744000,3078,9.76,1
Asia,REPUBLIC OF KOREA,1986,25-34 years,921,7489100,3078,12.3,1
Asia,REPUBLIC OF KOREA,1986,35-54 years,1063,8833300,3078,12.03,1
Asia,REPUBLIC OF KOREA,1986,5-14 years,26,8340100,3078,0.31,1
Asia,REPUBLIC OF KOREA,1986,55-74 years,506,3595400,3078,14.07,1
Asia,REPUBLIC OF KOREA,1986,75+ years,89,538500,3078,16.53,1
Asia,REPUBLIC OF KOREA,1987,15-24 years,714,8801500,3834,8.11,1
Asia,REPUBLIC OF KOREA,1987,25-34 years,929,7787700,3834,11.93,1
Asia,REPUBLIC OF KOREA,1987,35-54 years,1010,9005700,3834,11.22,1
Asia,REPUBLIC OF KOREA,1987,5-14 years,42,8245600,3834,0.51,1
Asia,REPUBLIC OF KOREA,1987,55-74 years,532,3721300,3834,14.3,1
Asia,REPUBLIC OF KOREA,1987,75+ years,74,553100,3834,13.38,1
Asia,REPUBLIC OF KOREA,1988,15-24 years,725,8758900,5089,8.28,1
Asia,REPUBLIC OF KOREA,1988,25-34 years,781,8103100,5089,9.64,1
Asia,REPUBLIC OF KOREA,1988,35-54 years,904,9198800,5089,9.83,1
Asia,REPUBLIC OF KOREA,1988,5-14 years,26,8156700,5089,0.32,1
Asia,REPUBLIC OF KOREA,1988,55-74 years,422,3891700,5089,10.84,1
Asia,REPUBLIC OF KOREA,1988,75+ years,91,591300,5089,15.39,1
Asia,REPUBLIC OF KOREA,1989,15-24 years,671,8759000,6217,7.66,1
Asia,REPUBLIC OF KOREA,1989,25-34 years,807,8308300,6217,9.71,1
Asia,REPUBLIC OF KOREA,1989,35-54 years,955,9439300,6217,10.12,1
Asia,REPUBLIC OF KOREA,1989,5-14 years,35,7983300,6217,0.44,1
Asia,REPUBLIC OF KOREA,1989,55-74 years,450,4065200,6217,11.07,1
Asia,REPUBLIC OF KOREA,1989,75+ years,105,616400,6217,17.03,1
Asia,REPUBLIC OF KOREA,1990,15-24 years,712,8752700,7056,8.13,1
Asia,REPUBLIC OF KOREA,1990,25-34 years,819,8372500,7056,9.78,1
Asia,REPUBLIC OF KOREA,1990,35-54 years,978,9762600,7056,10.02,1
Asia,REPUBLIC OF KOREA,1990,5-14 years,40,7797500,7056,0.51,1
Asia,REPUBLIC OF KOREA,1990,55-74 years,505,4259700,7056,11.86,1
Asia,REPUBLIC OF KOREA,1990,75+ years,105,644500,7056,16.29,1
Asia,REPUBLIC OF KOREA,1991,15-24 years,652,8711000,8145,7.48,1
Asia,REPUBLIC OF KOREA,1991,25-34 years,815,8396300,8145,9.71,1
Asia,REPUBLIC OF KOREA,1991,35-54 years,964,10102900,8145,9.54,1
Asia,REPUBLIC OF KOREA,1991,5-14 years,42,7672800,8145,0.55,1
Asia,REPUBLIC OF KOREA,1991,55-74 years,485,4437900,8145,10.93,1
Asia,REPUBLIC OF KOREA,1991,75+ years,111,672800,8145,16.5,1
Asia,REPUBLIC OF KOREA,1992,15-24 years,702,8652200,8671,8.11,1
Asia,REPUBLIC OF KOREA,1992,25-34 years,911,8419600,8671,10.82,1
Asia,REPUBLIC OF KOREA,1992,35-54 years,1135,10436600,8671,10.88,1
Asia,REPUBLIC OF KOREA,1992,5-14 years,49,7540500,8671,0.65,1
Asia,REPUBLIC OF KOREA,1992,55-74 years,620,4621100,8671,13.42,1
Asia,REPUBLIC OF KOREA,1992,75+ years,116,701200,8671,16.54,1
Asia,REPUBLIC OF KOREA,1993,15-24 years,775,8552300,9479,9.06,1
Asia,REPUBLIC OF KOREA,1993,25-34 years,968,8438100,9479,11.47,1
Asia,REPUBLIC OF KOREA,1993,35-54 years,1421,10796100,9479,13.16,1
Asia,REPUBLIC OF KOREA,1993,5-14 years,47,7426300,9479,0.63,1
Asia,REPUBLIC OF KOREA,1993,55-74 years,731,4818600,9479,15.17,1
Asia,REPUBLIC OF KOREA,1993,75+ years,182,723400,9479,25.16,1
Asia,REPUBLIC OF KOREA,1994,15-24 years,722,8452700,11073,8.54,1
Asia,REPUBLIC OF KOREA,1994,25-34 years,1018,8470600,11073,12.02,1
Asia,REPUBLIC OF KOREA,1994,35-54 years,1408,11185200,11073,12.59,1
Asia,REPUBLIC OF KOREA,1994,5-14 years,56,7273000,11073,0.77,1
Asia,REPUBLIC OF KOREA,1994,55-74 years,810,5023700,11073,16.12,1
Asia,REPUBLIC OF KOREA,1994,75+ years,198,740100,11073,26.75,1
Asia,REPUBLIC OF KOREA,1995,15-24 years,802,8470000,13217,9.47,1
Asia,REPUBLIC OF KOREA,1995,25-34 years,1132,9002500,13217,12.57,1
Asia,REPUBLIC OF KOREA,1995,35-54 years,1692,11654000,13217,14.52,1
Asia,REPUBLIC OF KOREA,1995,5-14 years,58,7019200,13217,0.83,1
Asia,REPUBLIC OF KOREA,1995,55-74 years,919,5072500,13217,18.12,1
