,continent,country,year,suicides_no,population,gdp_per_capita ($),s_rate
1825,Europe,Serbia,2015,1062,6766406,5492,15.7
1826,Africa,Seychelles,1985,8,57300,2947,13.96
1827,Africa,Seychelles,1986,1,57400,3621,1.74
1828,Africa,Seychelles,1987,3,58300,4276,5.15
1829,Africa,Seychelles,2001,6,75363,8257,7.96
1830,Africa,Seychelles,2002,5,76904,9070,6.5
1831,Africa,Seychelles,2003,8,78402,9001,10.2
1832,Africa,Seychelles,2004,6,79735,10526,7.52
1833,Africa,Seychelles,2005,5,80900,11361,6.18
1834,Africa,Seychelles,2006,8,81691,12442,9.79
1835,Africa,Seychelles,2007,6,82331,12554,7.29
1836,Africa,Seychelles,2008,4,82900,11667,4.83
1837,Africa,Seychelles,2009,4,83429,10157,4.79
1838,Africa,Seychelles,2010,6,83885,11563,7.15
1839,Africa,Seychelles,2011,5,80717,13204,6.19
1840,Africa,Seychelles,2012,3,81224,13044,3.69
1841,Africa,Seychelles,2013,9,82541,16090,10.9
1842,Africa,Seychelles,2014,4,83845,16018,4.77
1843,Africa,Seychelles,2015,7,85949,16005,8.14
1844,Asia,Singapore,1985,324,2350500,8142,13.78
1845,Asia,Singapore,1986,326,2379300,7805,13.7
1846,Asia,Singapore,1987,301,2407800,8679,12.5
1847,Asia,Singapore,1988,366,2393400,10586,15.29
1848,Asia,Singapore,1989,394,2431100,12514,16.21
1849,Asia,Singapore,1990,354,2511800,14393,14.09
1850,Asia,Singapore,1991,296,2559300,17768,11.57
1851,Asia,Singapore,1992,277,2604000,20029,10.64
1852,Asia,Singapore,1993,270,2655800,22835,10.17
1853,Asia,Singapore,1994,316,2712200,27202,11.65
1854,Asia,Singapore,1995,364,2765300,31783,13.16
1855,Asia,Singapore,1996,239,2823100,34148,8.47
1856,Asia,Singapore,1997,303,2880000,34779,10.52
1857,Asia,Singapore,1998,328,2940200,29150,11.16
1858,Asia,Singapore,1999,277,2997100,28789,9.24
1859,Asia,Singapore,2000,309,3047600,31446,10.14
1860,Asia,Singapore,2001,305,3103000,28774,9.83
1861,Asia,Singapore,2002,321,3165200,29048,10.14
1862,Asia,Singapore,2003,320,3226200,30067,9.92
1863,Asia,Singapore,2004,335,3281400,34799,10.21
1864,Asia,Singapore,2005,359,3342400,38122,10.74
1865,Asia,Singapore,2006,372,3411900,43318,10.9
1866,Asia,Singapore,2007,328,3389600,53098,9.68
1867,Asia,Singapore,2008,319,3448900,55735,9.25
1868,Asia,Singapore,2009,349,3536100,54413,9.87
1869,Asia,Singapore,2010,296,3576800,66099,8.28
1870,Asia,Singapore,2011,308,3600900,76638,8.55
1871,Asia,Singapore,2012,392,3631600,80040,10.79
1872,Asia,Singapore,2013,357,3661456,83151,9.75
1873,Asia,Singapore,2014,355,3689370,84442,9.62
1874,Asia,Singapore,2015,329,3719115,81766,8.85
1875,Europe,Slovakia,1992,796,4909228,3143,16.21
1876,Europe,Slovakia,1993,738,4935260,3334,14.95
1877,Europe,Slovakia,1994,691,4974858,4036,13.89
1878,Europe,Slovakia,1995,735,5005232,5141,14.68
1879,Europe,Slovakia,1996,672,5032436,5529,13.35
1880,Europe,Slovakia,1997,630,5058389,5468,12.45
1881,Europe,Slovakia,1998,673,5081100,5871,13.25
1882,Europe,Slovakia,1999,692,5098200,5966,13.57
1883,Europe,Slovakia,2000,729,5111813,5696,14.26
1884,Europe,Slovakia,2001,692,5100256,6020,13.57
1885,Europe,Slovakia,2002,717,5107584,6869,14.04
1886,Europe,Slovakia,2003,753,5113982,9138,14.72
1887,Europe,Slovakia,2004,676,5121210,11177,13.2
1888,Europe,Slovakia,2005,679,5126946,12229,13.24
1889,Europe,Slovakia,2006,0,5129369,13763,0.0
1890,Europe,Slovakia,2007,0,5132660,16815,0.0
1891,Europe,Slovakia,2008,591,5137067,19530,11.5
1892,Europe,Slovakia,2009,601,5141744,17299,11.69
1893,Europe,Slovakia,2010,631,5147562,17387,12.26
1894,Europe,Slovakia,2012,571,5116922,18256,11.16
1895,Europe,Slovakia,2013,616,5122209,19226,12.03
1896,Europe,Slovakia,2014,554,5129686,19679,10.8
1897,Europe,Slovenia,1995,564,1884000,11291,29.94
1898,Europe,Slovenia,1996,607,1893100,11346,32.06
1899,Europe,Slovenia,1997,593,1883900,11014,31.48
1900,Europe,Slovenia,1998,612,1880300,11767,32.55
1901,Europe,Slovenia,1999,590,1884400,12041,31.31
1902,Europe,Slovenia,2000,588,1886483,10783,31.17
1903,Europe,Slovenia,2001,581,1901330,10979,30.56
1904,Europe,Slovenia,2002,540,1906124,12362,28.33
1905,Europe,Slovenia,2003,562,1907589,15568,29.46
1906,Europe,Slovenia,2004,512,1907862,18067,26.84
1907,Europe,Slovenia,2005,503,1911817,19012,26.31
1908,Europe,Slovenia,2006,529,1918570,20634,27.57
1909,Europe,Slovenia,2007,434,1927332,24964,22.52
1910,Europe,Slovenia,2008,408,1943758,28599,20.99
1911,Europe,Slovenia,2009,447,1942037,25872,23.02
1912,Europe,Slovenia,2010,414,1944774,24689,21.29
1913,Europe,Slovenia,2011,435,1944561,26377,22.37
1914,Europe,Slovenia,2012,440,1945988,23820,22.61
1915,Europe,Slovenia,2013,446,1948276,24697,22.89
1916,Europe,Slovenia,2014,388,1951786,25569,19.88
1917,Europe,Slovenia,2015,422,1954632,22036,21.59
1918,Africa,South Africa,1996,143,37773652,3908,0.38
1919,Africa,South Africa,1997,104,38528157,3960,0.27
1920,Africa,South Africa,1998,180,39232468,3512,0.46
1921,Africa,South Africa,1999,279,39907560,3424,0.7
1922,Africa,South Africa,2000,267,40568559,3361,0.66
1923,Africa,South Africa,2001,384,41185599,2953,0.93
1924,Africa,South Africa,2002,236,41803868,2769,0.56
1925,Africa,South Africa,2003,256,42415309,4132,0.6
1926,Africa,South Africa,2004,383,43005874,5323,0.89
1927,Africa,South Africa,2005,458,43566107,5914,1.05
1928,Africa,South Africa,2006,514,44079057,6166,1.17
1929,Africa,South Africa,2007,417,44577435,6708,0.94
1930,Africa,South Africa,2008,441,43680586,6573,1.01
1931,Africa,South Africa,2009,372,45607048,6517,0.82
1932,Africa,South Africa,2010,393,46176200,8128,0.85
1933,Africa,South Africa,2011,358,46806739,8906,0.76
1934,Africa,South Africa,2012,487,47484256,8347,1.03
1935,Africa,South Africa,2013,587,48192699,7612,1.22
1936,Africa,South Africa,2014,580,48912129,7174,1.19
1937,Africa,South Africa,2015,482,49627460,6403,0.97
1938,Europe,Spain,1985,2514,35997000,5009,6.98
1939,Europe,Spain,1986,2755,36223000,6919,7.61
1940,Europe,Spain,1987,2804,36425700,8727,7.7
1941,Europe,Spain,1988,2960,36597300,10250,8.09
1942,Europe,Spain,1989,2987,36740400,11258,8.13
1943,Europe,Spain,1990,2939,36861400,14517,7.97
1944,Europe,Spain,1991,2916,36958100,15574,7.89
1945,Europe,Spain,1992,2786,37000900,17005,7.53
1946,Europe,Spain,1993,3037,37122100,14106,8.18
1947,Europe,Spain,1994,3171,37203100,14223,8.52
1948,Europe,Spain,1995,3157,37275300,16444,8.47
1949,Europe,Spain,1996,3320,37341200,17166,8.89
1950,Europe,Spain,1997,3373,37405000,15738,9.02
1951,Europe,Spain,1998,3261,37458900,16473,8.71
1952,Europe,Spain,1999,3220,37789271,16756,8.52
1953,Europe,Spain,2000,3394,38319996,15538,8.86
1954,Europe,Spain,2001,3189,38713504,16169,8.24
1955,Europe,Spain,2002,3372,39340611,17924,8.57
1956,Europe,Spain,2003,3478,39947556,22701,8.71
1957,Europe,Spain,2004,3508,40555823,26372,8.65
1958,Europe,Spain,2005,3399,41195479,28092,8.25
1959,Europe,Spain,2006,3247,41808848,30246,7.77
1960,Europe,Spain,2007,3264,42547327,34769,7.67
1961,Europe,Spain,2008,3457,43199484,37848,8.0
1962,Europe,Spain,2009,3429,43490086,34470,7.88
1963,Europe,Spain,2010,3158,43595356,32839,7.24
1964,Europe,Spain,2011,3180,43642571,34097,7.29
1965,Europe,Spain,2012,3539,44318859,30146,7.99
1966,Europe,Spain,2013,3873,44227625,30792,8.76
1967,Europe,Spain,2014,3911,44172771,31171,8.85
1968,Europe,Spain,2015,3604,44186528,27108,8.16
1969,Asia,Sri Lanka,1985,5668,13857000,431,40.9
1970,Asia,Sri Lanka,1986,5345,14101400,454,37.9
1971,Asia,Sri Lanka,1996,4898,16654427,834,29.41
1972,Asia,Sri Lanka,1997,5887,16775409,900,35.09
1973,Asia,Sri Lanka,1998,5518,16897691,935,32.66
1974,Asia,Sri Lanka,1999,5619,17020287,920,33.01
1975,Asia,Sri Lanka,2000,5252,17140342,953,30.64
1976,Asia,Sri Lanka,2001,4590,17266961,912,26.58
1977,Asia,Sri Lanka,2002,4382,17395955,951,25.19
1978,Asia,Sri Lanka,2003,4467,17524596,1077,25.49
1979,Asia,Sri Lanka,2006,4015,17891558,1580,22.44
1980,S. america,Suriname,1985,80,322700,2706,24.79
1981,S. america,Suriname,1986,42,326294,2731,12.87
1982,S. america,Suriname,1987,52,332013,2951,15.66
1983,S. america,Suriname,1988,49,339611,3418,14.43
1984,S. america,Suriname,1989,53,347723,1560,15.24
1985,S. america,Suriname,1990,26,348700,1114,7.46
1986,S. america,Suriname,1991,57,363079,1235,15.7
1987,S. america,Suriname,1992,48,370194,1093,12.97
1988,S. america,Suriname,1995,55,389414,1782,14.12
1989,S. america,Suriname,1996,21,395805,2174,5.31
1990,S. america,Suriname,1997,32,401814,2314,7.96
1991,S. america,Suriname,1998,29,407606,2318,7.11
1992,S. america,Suriname,1999,49,413303,2142,11.86
1993,S. america,Suriname,2000,52,419001,2129,12.41
1994,S. america,Suriname,2001,72,424515,1798,16.96
1995,S. america,Suriname,2002,69,430176,2507,16.04
1996,S. america,Suriname,2003,77,435946,2916,17.66
1997,S. america,Suriname,2004,67,441717,3360,15.17
1998,S. america,Suriname,2005,72,447445,4009,16.09
1999,S. america,Suriname,2006,112,453293,5794,24.71
2000,S. america,Suriname,2007,119,459086,6397,25.92
2001,S. america,Suriname,2008,147,464789,7601,31.63
2002,S. america,Suriname,2009,131,470448,8238,27.85
2003,S. america,Suriname,2010,136,476052,9176,28.57
2004,S. america,Suriname,2011,127,481521,9184,26.37
2005,S. america,Suriname,2012,133,486964,10227,27.31
2006,S. america,Suriname,2013,131,492359,10451,26.61
2007,S. america,Suriname,2014,128,497701,10530,25.72
2008,Europe,Sweden,1987,1541,7909000,22813,19.48
2009,Europe,Sweden,1988,1590,7930900,25731,20.05
2010,Europe,Sweden,1989,1579,7964800,26978,19.82
2011,Europe,Sweden,1990,1471,8005700,32246,18.37
2012,Europe,Sweden,1991,1483,8041100,33623,18.44
2013,Europe,Sweden,1992,1355,8073200,34721,16.78
2014,Europe,Sweden,1993,1373,8112500,25880,16.92
2015,Europe,Sweden,1994,1324,8174100,27658,16.2
2016,Europe,Sweden,1995,1348,8233000,32072,16.37
2017,Europe,Sweden,1996,1253,8274300,34819,15.14
2018,Europe,Sweden,1997,1201,8311300,31821,14.45
2019,Europe,Sweden,1998,1231,8346300,31966,14.75
2020,Europe,Sweden,1999,1220,8378013,32328,14.56
2021,Europe,Sweden,2000,1131,8409008,30896,13.45
2022,Europe,Sweden,2001,1197,8439317,28429,14.18
2023,Europe,Sweden,2002,1180,8465828,31175,13.94
2024,Europe,Sweden,2003,1112,8490539,38997,13.1
2025,Europe,Sweden,2004,1155,8514314,44831,13.57
2026,Europe,Sweden,2005,1219,8538624,45563,14.28
2027,Europe,Sweden,2006,1197,8576044,48977,13.96
2028,Europe,Sweden,2007,1126,8629159,56531,13.05
2029,Europe,Sweden,2008,1170,8688504,59155,13.47
2030,Europe,Sweden,2009,1242,8755922,49070,14.18
2031,Europe,Sweden,2010,1141,8823125,55352,12.93
2032,Europe,Sweden,2011,1112,8884644,63380,12.52
2033,Europe,Sweden,2012,1154,8948909,60776,12.9
2034,Europe,Sweden,2013,1230,9024081,64133,13.63
2035,Europe,Sweden,2014,1148,9114524,62956,12.6
2036,Europe,Sweden,2015,1182,9114524,54629,12.97
2037,Europe,Sweden,2016,1130,8125852,55594,13.91
2038,Europe,Switzerland,1995,1419,6617500,51774,21.44
2039,Europe,Switzerland,1996,1432,6652200,49621,21.53
2040,Europe,Switzerland,1997,1341,6675200,42923,20.09
2041,Europe,Switzerland,1998,1371,6725167,43872,20.39
2042,Europe,Switzerland,1999,1296,6764328,42859,19.16
2043,Europe,Switzerland,2000,1380,6809589,39952,20.27
2044,Europe,Switzerland,2001,1338,6865842,40582,19.49
2045,Europe,Switzerland,2002,1446,6942010,43419,20.83
2046,Europe,Switzerland,2003,1269,6969293,50639,18.21
2047,Europe,Switzerland,2004,1284,7023166,56123,18.28
2048,Europe,Switzerland,2005,1299,7071991,57790,18.37
2049,Europe,Switzerland,2006,1309,7118477,60536,18.39
2050,Europe,Switzerland,2007,1360,7183595,66807,18.93
2051,Europe,Switzerland,2008,1314,7274875,76202,18.06
2052,Europe,Switzerland,2009,1105,7364558,73529,15.0
2053,Europe,Switzerland,2010,1006,7439147,78474,13.52
2054,Europe,Switzerland,2011,1034,7518040,93053,13.75
2055,Europe,Switzerland,2012,1038,7595591,87951,13.67
2056,Europe,Switzerland,2013,1071,7681318,89634,13.94
2057,Europe,Switzerland,2014,1032,7809621,90809,13.21
2058,Europe,Switzerland,2015,1073,7892502,86068,13.6
2059,Asia,Thailand,1985,2982,46303443,840,6.44
2060,Asia,Thailand,1986,2798,47331465,911,5.91
2061,Asia,Thailand,1987,3035,48376410,1045,6.27
2062,Asia,Thailand,1990,3753,51228668,1666,7.33
2063,Asia,Thailand,1991,3559,51947693,1891,6.85
2064,Asia,Thailand,1992,3550,52570440,2120,6.75
2065,Asia,Thailand,1994,2307,52691000,2784,4.38
2066,Asia,Thailand,1995,4245,54366057,3114,7.81
2067,Asia,Thailand,1996,4443,55070703,3324,8.07
2068,Asia,Thailand,1997,4150,55859088,2689,7.43
2069,Asia,Thailand,1998,4963,56691783,2005,8.75
2070,Asia,Thailand,1999,5276,57507860,2203,9.17
2071,Asia,Thailand,2000,5182,58262135,2169,8.89
2072,Asia,Thailand,2002,4902,58263389,2305,8.41
2073,Asia,Thailand,2003,4484,60158951,2531,7.45
2074,Asia,Thailand,2004,4296,60686373,2849,7.08
2075,Asia,Thailand,2005,3937,61182665,3094,6.43
2076,Asia,Thailand,2006,3608,61636512,3598,5.85
2077,Asia,Thailand,2007,3754,58941621,4461,6.37
2078,Asia,Thailand,2008,3778,59216773,4921,6.38
2079,Asia,Thailand,2009,3787,59483718,4736,6.37
2080,Asia,Thailand,2010,3761,59769764,5707,6.29
2081,Asia,Thailand,2011,3873,60261832,6153,6.43
2082,Asia,Thailand,2012,3985,60382255,6584,6.6
2083,Asia,Thailand,2013,3961,60766487,6917,6.52
2084,Asia,Thailand,2014,3952,61139919,6662,6.46
2085,Asia,Thailand,2015,4205,61261276,6552,6.86
2086,Asia,Thailand,2016,4117,53442001,6713,7.7
2087,N. america,Trinidad and Tobago,1985,29,1008000,7317,2.88
2088,N. america,Trinidad and Tobago,1986,104,1061600,4516,9.8
2089,N. america,Trinidad and Tobago,1987,119,1078300,4449,11.04
2090,N. america,Trinidad and Tobago,1988,164,1095600,4104,14.97
2091,N. america,Trinidad and Tobago,1989,173,1070000,4040,16.17
2092,N. america,Trinidad and Tobago,1990,170,1088500,4656,15.62
2093,N. america,Trinidad and Tobago,1991,148,1102000,4817,13.43
2094,N. america,Trinidad and Tobago,1992,163,1132600,4803,14.39
2095,N. america,Trinidad and Tobago,1993,174,1148300,4066,15.15
2096,N. america,Trinidad and Tobago,1994,148,1162900,4254,12.73
2097,N. america,Trinidad and Tobago,1995,184,1149173,4637,16.01
2098,N. america,Trinidad and Tobago,1996,146,1156185,4982,12.63
2099,N. america,Trinidad and Tobago,1997,160,1162267,4937,13.77
2100,N. america,Trinidad and Tobago,1998,171,1167924,5175,14.64
2101,N. america,Trinidad and Tobago,1999,139,1173276,5803,11.85
2102,N. america,Trinidad and Tobago,2000,166,1178363,6920,14.09
2103,N. america,Trinidad and Tobago,2001,179,1183354,7458,15.13
2104,N. america,Trinidad and Tobago,2002,156,1188800,7578,13.12
2105,N. america,Trinidad and Tobago,2003,144,1194458,9465,12.06
2106,N. america,Trinidad and Tobago,2004,168,1200116,11066,14.0
2107,N. america,Trinidad and Tobago,2005,136,1205471,13258,11.28
2108,N. america,Trinidad and Tobago,2006,141,1209301,15190,11.66
2109,N. america,Trinidad and Tobago,2007,131,1213988,17827,10.79
2110,N. america,Trinidad and Tobago,2008,199,1219336,22857,16.32
2111,N. america,Trinidad and Tobago,2009,128,1225097,15652,10.45
2112,N. america,Trinidad and Tobago,2010,160,1231002,18000,13.0
2113,N. america,Trinidad and Tobago,2011,139,1237186,20557,11.24
2114,Asia,Turkey,2009,1050,65962419,9773,1.59
2115,Asia,Turkey,2010,1524,66975131,11525,2.28
2116,Asia,Turkey,2011,1148,68034357,12237,1.69
2117,Asia,Turkey,2012,1450,68976439,12671,2.1
2118,Asia,Turkey,2013,1810,69880352,13603,2.59
2119,Asia,Turkey,2014,1617,70931420,13170,2.28
2120,Asia,Turkey,2015,1532,71880464,11961,2.13
2121,Asia,Turkmenistan,1987,272,2859100,815,9.51
2122,Asia,Turkmenistan,1988,270,2926300,1029,9.23
2123,Asia,Turkmenistan,1989,253,2999000,1003,8.44
2124,Asia,Turkmenistan,1990,298,3079800,1036,9.68
2125,Asia,Turkmenistan,1991,273,3162500,1014,8.63
2126,Asia,Turkmenistan,1992,271,3252900,984,8.33
2127,Asia,Turkmenistan,1993,240,3331100,954,7.2
2128,Asia,Turkmenistan,1994,234,3423100,748,6.84
2129,Asia,Turkmenistan,1995,244,3818200,650,6.39
2130,Asia,Turkmenistan,1996,283,3913000,608,7.23
2131,Asia,Turkmenistan,1997,333,4006400,612,8.31
2132,Asia,Turkmenistan,1998,405,4099200,636,9.88
2133,Asia,Turkmenistan,1999,442,3958754,619,11.17
2134,Asia,Turkmenistan,2000,383,4026478,721,9.51
2135,Asia,Turkmenistan,2001,445,4095981,863,10.86
2136,Asia,Turkmenistan,2002,416,4143692,1077,10.04
2137,Asia,Turkmenistan,2003,377,4177740,1431,9.02
2138,Asia,Turkmenistan,2004,392,4211000,1624,9.31
2139,Asia,Turkmenistan,2005,468,4252530,1906,11.01
2140,Asia,Turkmenistan,2006,506,4287650,2397,11.8
2141,Asia,Turkmenistan,2007,354,4342657,2916,8.15
2142,Asia,Turkmenistan,2008,484,4412135,4368,10.97
2143,Asia,Turkmenistan,2009,165,4484467,4508,3.68
2144,Asia,Turkmenistan,2010,178,4551185,4962,3.91
2145,Asia,Turkmenistan,2011,130,4626095,6319,2.81
2146,Asia,Turkmenistan,2012,138,4690058,7498,2.94
2147,Asia,Turkmenistan,2013,101,4748055,8255,2.13
2148,Asia,Turkmenistan,2014,136,4811227,9046,2.83
2149,Asia,Turkmenistan,2015,133,4886514,7326,2.72
2150,Europe,Ukraine,1987,10050,47374200,1353,21.21
2151,Europe,Ukraine,1988,9751,47549900,1571,20.51
2152,Europe,Ukraine,1989,10887,47761700,1732,22.79
2153,Europe,Ukraine,1990,10645,47971600,1698,22.19
2154,Europe,Ukraine,1991,10700,48200600,1607,22.2
2155,Europe,Ukraine,1992,11666,48487300,1525,24.06
2156,Europe,Ukraine,1993,12469,48680500,1349,25.61
2157,Europe,Ukraine,1994,13826,48619000,1081,28.44
2158,Europe,Ukraine,1995,14541,48415300,996,30.03
2159,Europe,Ukraine,1996,15160,48174500,925,31.47
2160,Europe,Ukraine,1997,14903,47923000,1046,31.1
2161,Europe,Ukraine,1998,14789,47675400,879,31.02
2162,Europe,Ukraine,1999,14363,47415400,666,30.29
2163,Europe,Ukraine,2000,14467,47125400,663,30.7
2164,Europe,Ukraine,2001,13131,46805969,812,28.05
2165,Europe,Ukraine,2002,12536,46060017,920,27.22
2166,Europe,Ukraine,2003,12313,45697383,1097,26.94
2167,Europe,Ukraine,2004,11256,45322826,1432,24.84
2168,Europe,Ukraine,2005,10621,44939270,1917,23.63
2169,Europe,Ukraine,2006,10013,44560034,2418,22.47
2170,Europe,Ukraine,2007,10032,44198672,3229,22.7
2171,Europe,Ukraine,2008,9454,43856123,4104,21.56
2172,Europe,Ukraine,2009,9715,43557944,2691,22.3
2173,Europe,Ukraine,2010,9089,43296809,3141,20.99
2174,Europe,Ukraine,2011,8973,43074791,3788,20.83
2175,Europe,Ukraine,2012,9058,42915935,4096,21.11
2176,Europe,Ukraine,2014,7968,40464165,3299,19.69
2177,Europe,Ukraine,2015,7574,40345446,2256,18.77
2178,Asia,United Arab Emirates,2005,96,4280433,42196,2.24
2179,Asia,United Arab Emirates,2006,90,4923879,45110,1.83
2180,Asia,United Arab Emirates,2007,101,5695389,45285,1.77
2181,Asia,United Arab Emirates,2008,100,6510358,48457,1.54
2182,Asia,United Arab Emirates,2009,124,7252480,34960,1.71
2183,Asia,United Arab Emirates,2010,111,7839736,36964,1.42
2184,Europe,United Kingdom,1985,5105,53006535,9231,9.63
2185,Europe,United Kingdom,1986,4839,53119533,11323,9.11
2186,Europe,United Kingdom,1987,4594,53239668,13996,8.63
2187,Europe,United Kingdom,1988,4971,53310780,17072,9.32
2188,Europe,United Kingdom,1989,4361,53425129,17349,8.16
2189,Europe,United Kingdom,1990,4643,53557854,20411,8.67
2190,Europe,United Kingdom,1991,4547,53903427,21201,8.44
2191,Europe,United Kingdom,1992,4628,54076358,21815,8.56
2192,Europe,United Kingdom,1993,4462,54283982,19553,8.22
2193,Europe,United Kingdom,1994,4380,54497293,20927,8.04
2194,Europe,United Kingdom,1995,4315,54746964,24389,7.88
2195,Europe,United Kingdom,1996,4165,55012207,25609,7.57
2196,Europe,United Kingdom,1997,4143,55266635,28091,7.5
2197,Europe,United Kingdom,1998,4389,55527379,29508,7.9
2198,Europe,United Kingdom,1999,4448,55833339,29832,7.97
2199,Europe,United Kingdom,2000,4290,56133909,29358,7.64
2200,Europe,United Kingdom,2001,4128,55571993,29179,7.43
2201,Europe,United Kingdom,2002,4117,55908944,31630,7.36
2202,Europe,United Kingdom,2003,3979,56171771,36289,7.08
2203,Europe,United Kingdom,2004,4183,56455011,42486,7.41
2204,Europe,United Kingdom,2005,4047,56809024,44372,7.12
2205,Europe,United Kingdom,2006,4122,57091129,47163,7.22
2206,Europe,United Kingdom,2007,3897,57382757,53576,6.79
2207,Europe,United Kingdom,2008,4259,57683372,50111,7.38
2208,Europe,United Kingdom,2009,4246,58013559,41074,7.32
2209,Europe,United Kingdom,2010,4188,58403529,41798,7.17
2210,Europe,United Kingdom,2011,4393,58881852,44491,7.46
2211,Europe,United Kingdom,2012,4444,59708630,44585,7.44
2212,Europe,United Kingdom,2013,4824,60091793,45594,8.03
2213,Europe,United Kingdom,2014,4788,60570482,49906,7.9
2214,Europe,United Kingdom,2015,4910,61082942,47240,8.04
2215,N. america,United States,1985,29446,220723000,19693,13.34
2216,N. america,United States,1986,30892,222953000,20588,13.86
2217,N. america,United States,1987,30783,225148000,21631,13.67
2218,N. america,United States,1988,30388,227353000,23103,13.37
2219,N. america,United States,1989,30218,229487000,24654,13.17
2220,N. america,United States,1990,30895,229952200,26004,13.44
2221,N. america,United States,1991,30790,232955000,26503,13.22
2222,N. america,United States,1992,30471,235565600,27760,12.94
2223,N. america,United States,1993,31084,238092300,28891,13.06
2224,N. america,United States,1994,31123,240614100,30375,12.93
2225,N. america,United States,1995,31272,243164200,31518,12.86
2226,N. america,United States,1996,30879,245997800,32928,12.55
2227,N. america,United States,1997,30517,248486400,34644,12.28
2228,N. america,United States,1998,30558,251332500,36164,12.16
2229,N. america,United States,1999,29183,253748671,38072,11.5
2230,N. america,United States,2000,29343,262246108,39218,11.19
2231,N. america,United States,2001,30607,265427546,40018,11.53
2232,N. america,United States,2002,31645,268759559,40845,11.77
2233,N. america,United States,2003,31477,271041510,42468,11.61
2234,N. america,United States,2004,32428,273584136,44867,11.85
2235,N. america,United States,2005,32629,276106680,47423,11.82
2236,N. america,United States,2006,33292,278980848,49666,11.93
2237,N. america,United States,2007,34596,280658606,51585,12.33
2238,N. america,United States,2008,36030,282355565,52128,12.76
2239,N. america,United States,2009,36900,285162662,50563,12.94
2240,N. america,United States,2010,38362,287839149,51989,13.33
2241,N. america,United States,2011,39508,290313825,53452,13.61
2242,N. america,United States,2012,40596,292827128,55170,13.86
2243,N. america,United States,2013,41143,295322862,56520,13.93
2244,N. america,United States,2014,42769,297749735,58531,14.36
2245,N. america,United States,2015,44189,300078511,60387,14.73
2246,S. america,Uruguay,1985,287,2737400,1729,10.48
2247,S. america,Uruguay,1986,262,2757600,2132,9.5
2248,S. america,Uruguay,1987,258,2778900,2651,9.28
2249,S. america,Uruguay,1988,268,2799600,2934,9.57
2250,S. america,Uruguay,1989,344,2820700,2992,12.2
2251,S. america,Uruguay,1990,315,2834000,3281,11.12
2252,S. america,Uruguay,1993,418,2896228,5180,14.43
2253,S. america,Uruguay,1994,406,2920296,5984,13.9
2254,S. america,Uruguay,1995,427,2943816,6555,14.5
2255,S. america,Uruguay,1996,393,2967278,6914,13.24
2256,S. america,Uruguay,1997,456,2991662,8012,15.24
2257,S. america,Uruguay,1998,521,3014887,8420,17.28
2258,S. america,Uruguay,1999,450,3034833,7903,14.83
2259,S. america,Uruguay,2000,555,3050169,7483,18.2
2260,S. america,Uruguay,2001,499,3061024,6827,16.3
2261,S. america,Uruguay,2002,675,3065257,4439,22.02
2262,S. america,Uruguay,2003,535,3065772,3929,17.45
2263,S. america,Uruguay,2004,520,3066489,4463,16.96
2264,S. america,Uruguay,2005,498,3070178,5655,16.22
2265,S. america,Uruguay,2006,528,3077445,6362,17.16
2266,S. america,Uruguay,2007,576,3087957,7581,18.65
2267,S. america,Uruguay,2008,523,3100791,9793,16.87
2268,S. america,Uruguay,2009,511,3114306,10166,16.41
2269,S. america,Uruguay,2010,547,3127306,12882,17.49
2270,S. america,Uruguay,2012,599,3151939,16264,19.0
2271,S. america,Uruguay,2013,546,3164670,18179,17.25
2272,S. america,Uruguay,2014,591,3177645,18012,18.6
2273,S. america,Uruguay,2015,630,3190795,16696,19.74
2274,Asia,Uzbekistan,1990,1459,17165700,778,8.5
2275,Asia,Uzbekistan,1991,1393,17347800,788,8.03
2276,Asia,Uzbekistan,1992,1344,18257000,709,7.36
2277,Asia,Uzbekistan,1993,1355,18509300,708,7.32
2278,Asia,Uzbekistan,1994,1419,19144700,674,7.41
2279,Asia,Uzbekistan,1995,1485,19599000,681,7.58
2280,Asia,Uzbekistan,1996,1699,19854500,703,8.56
2281,Asia,Uzbekistan,1997,1554,20364300,724,7.63
2282,Asia,Uzbekistan,1998,1620,20861200,719,7.77
2283,Asia,Uzbekistan,1999,1795,21329916,801,8.42
2284,Asia,Uzbekistan,2000,1919,21789067,632,8.81
2285,Asia,Uzbekistan,2001,1914,22231527,513,8.61
2286,Asia,Uzbekistan,2002,1576,22632256,428,6.96
2287,Asia,Uzbekistan,2003,1416,22982883,441,6.16
2288,Asia,Uzbekistan,2004,1251,23300841,516,5.37
2289,Asia,Uzbekistan,2005,1221,23600347,606,5.17
2290,Asia,Uzbekistan,2009,1399,25288102,1332,5.53
2291,Asia,Uzbekistan,2010,1464,25651783,1533,5.71
2292,Asia,Uzbekistan,2011,1640,25978049,1767,6.31
2293,Asia,Uzbekistan,2012,1835,26381830,1964,6.96
2294,Asia,Uzbekistan,2013,1950,26838924,2150,7.27
2295,Asia,Uzbekistan,2014,2095,27313507,2309,7.67
